fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;density2;density3;density4
12.2;0.48;0.54;2.6;0.085;19.0;64.0;1.0;3.1;0.61;10.5;6;0.0;0.0;0.0
11.4;0.6;0.49;2.7;0.085;10.0;41.0;0.9994;3.15;0.63;10.5;6;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
7.7;0.69;0.05;2.7;0.075;15.0;27.0;0.9974;3.26;0.61;9.1;5;0.6760000000000242;0.17576000000000946;0.04569760000000328
8.7;0.31;0.46;1.4;0.059000000000000004;11.0;25.0;0.9966;3.36;0.76;10.1;6;1.1559999999999717;0.3930399999999856;0.1336335999999935
9.8;0.44;0.47;2.5;0.063;9.0;28.0;0.9981;3.24;0.65;10.8;6;0.3610000000000048;0.06859000000000139;0.01303210000000035
12.0;0.39;0.66;3.0;0.09300000000000001;12.0;30.0;0.9996;3.18;0.63;10.8;7;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
10.4;0.34;0.58;3.7;0.174;6.0;16.0;0.997;3.19;0.7;11.3;6;0.9000000000000016;0.27000000000000074;0.0810000000000003
12.5;0.46;0.49;4.5;0.07;26.0;49.0;0.9981;3.05;0.57;9.6;4;0.3610000000000048;0.06859000000000139;0.01303210000000035
9.0;0.43;0.34;2.5;0.08;26.0;86.0;0.9987;3.38;0.62;9.5;6;0.16899999999999166;0.02196999999999837;0.0028560999999997175
9.1;0.45;0.35;2.4;0.08;23.0;78.0;0.9987;3.38;0.62;9.5;5;0.16899999999999166;0.02196999999999837;0.0028560999999997175
7.1;0.735;0.16;1.9;0.1;15.0;77.0;0.9966;3.27;0.64;9.3;5;1.1559999999999717;0.3930399999999856;0.1336335999999935
9.9;0.4;0.53;6.7;0.09699999999999999;6.0;19.0;0.9986;3.27;0.82;11.7;7;0.1959999999999879;0.02743999999999746;0.003841599999999526
8.8;0.52;0.34;2.7;0.087;24.0;122.0;0.9982;3.26;0.61;9.5;5;0.3240000000000086;0.058320000000002314;0.010497600000000556
8.6;0.725;0.24;6.6;0.11699999999999999;31.0;134.0;1.0014;3.32;1.07;9.3;5;0.196000000000019;-0.027440000000003992;0.0038416000000007448
10.6;0.48;0.64;2.2;0.111;6.0;20.0;0.997;3.26;0.66;11.7;6;0.9000000000000016;0.27000000000000074;0.0810000000000003
7.0;0.58;0.12;1.9;0.091;34.0;124.0;0.9956;3.44;0.48;10.5;5;1.9359999999999644;0.8518399999999765;0.3748095999999862
11.9;0.38;0.51;2.0;0.121;7.0;20.0;0.9996;3.24;0.76;10.4;6;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
6.8;0.77;0.0;1.8;0.066;34.0;52.0;0.9976;3.62;0.68;9.9;5;0.5759999999999798;0.1382399999999927;0.03317759999999766
9.5;0.56;0.33;2.4;0.08900000000000001;35.0;67.0;0.9972;3.28;0.73;11.8;7;0.7840000000000138;0.2195200000000058;0.061465600000002174
6.6;0.84;0.03;2.3;0.059000000000000004;32.0;48.0;0.9952;3.52;0.56;12.3;7;2.3040000000000256;1.1059200000000182;0.5308416000000117
7.7;0.96;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;5;2.0249999999999537;0.9112499999999687;0.41006249999998123
10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;7;0.4839999999999911;0.10647999999999706;0.023425599999999137
7.7;0.96;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;5;2.0249999999999537;0.9112499999999687;0.41006249999998123
6.6;0.84;0.03;2.3;0.059000000000000004;32.0;48.0;0.9952;3.52;0.56;12.3;7;2.3040000000000256;1.1059200000000182;0.5308416000000117
6.4;0.67;0.08;2.1;0.045;19.0;48.0;0.9949;3.49;0.49;11.4;6;2.6009999999999933;1.3265099999999947;0.6765200999999965
9.5;0.78;0.22;1.9;0.077;6.0;32.0;0.9988;3.26;0.56;10.6;6;0.14399999999999494;0.017279999999999088;0.002073599999999854
9.1;0.52;0.33;1.3;0.07;9.0;30.0;0.9978;3.24;0.6;9.3;5;0.4839999999999911;0.10647999999999706;0.023425599999999137
12.8;0.84;0.63;2.4;0.08800000000000001;13.0;35.0;0.9997;3.1;0.6;10.4;6;0.008999999999998017;0.0002699999999999108;8.099999999996431e-06
10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;7;0.4839999999999911;0.10647999999999706;0.023425599999999137
7.8;0.55;0.35;2.2;0.07400000000000001;21.0;66.0;0.9974;3.25;0.56;9.2;5;0.6760000000000242;0.17576000000000946;0.04569760000000328
11.9;0.37;0.69;2.3;0.078;12.0;24.0;0.9958;3.0;0.65;12.8;6;1.7639999999999845;0.7408799999999903;0.3111695999999945
12.3;0.39;0.63;2.3;0.091;6.0;18.0;1.0004;3.16;0.49;9.5;5;0.015999999999996475;-0.0006399999999997885;2.5599999999988723e-05
10.4;0.41;0.55;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;9.9;6;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
12.3;0.39;0.63;2.3;0.091;6.0;18.0;1.0004;3.16;0.49;9.5;5;0.015999999999996475;-0.0006399999999997885;2.5599999999988723e-05
8.0;0.67;0.3;2.0;0.06;38.0;62.0;0.9958;3.26;0.56;10.2;6;1.7639999999999845;0.7408799999999903;0.3111695999999945
11.1;0.45;0.73;3.2;0.066;6.0;22.0;0.9986;3.17;0.66;11.2;6;0.1959999999999879;0.02743999999999746;0.003841599999999526
10.4;0.41;0.55;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;9.9;6;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
7.0;0.62;0.18;1.5;0.062;7.0;50.0;0.9951;3.08;0.6;9.3;5;2.4010000000000153;1.1764900000000111;0.5764801000000073
12.6;0.31;0.72;2.2;0.07200000000000001;6.0;29.0;0.9987;2.88;0.82;9.8;8;0.16899999999999166;0.02196999999999837;0.0028560999999997175
11.9;0.4;0.65;2.15;0.068;7.0;27.0;0.9988;3.06;0.68;11.3;6;0.14399999999999494;0.017279999999999088;0.002073599999999854
15.6;0.685;0.76;3.7;0.1;6.0;43.0;1.0032;2.95;0.68;11.2;7;1.0240000000000586;-0.32768000000002817;0.10485760000001201
10.0;0.44;0.49;2.7;0.077;11.0;19.0;0.9963;3.23;0.63;11.6;7;1.369000000000027;0.506530000000015;0.1874161000000074
5.3;0.57;0.01;1.7;0.054000000000000006;5.0;27.0;0.9934;3.57;0.84;12.5;7;4.356000000000066;2.8749600000000655;1.8974736000000578
9.5;0.735;0.1;2.1;0.079;6.0;31.0;0.9986;3.23;0.56;10.1;6;0.1959999999999879;0.02743999999999746;0.003841599999999526
12.5;0.38;0.6;2.6;0.081;31.0;72.0;0.9996;3.1;0.73;10.5;5;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
9.3;0.48;0.29;2.1;0.127;6.0;16.0;0.9968;3.22;0.72;11.2;5;1.0239999999999876;0.32767999999999403;0.10485759999999747
8.6;0.53;0.22;2.0;0.1;7.0;27.0;0.9967;3.2;0.56;10.2;6;1.08899999999998;0.3593699999999901;0.11859209999999563
11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;6;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;6;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
8.4;0.37;0.53;1.8;0.413;9.0;26.0;0.9979;3.06;1.06;9.1;6;0.4409999999999961;0.09260999999999879;0.019448099999999656
6.8;0.56;0.03;1.7;0.084;18.0;35.0;0.9968;3.44;0.63;10.0;6;1.0239999999999876;0.32767999999999403;0.10485759999999747
10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;7;0.003999999999999119;7.999999999997357e-05;1.5999999999992952e-06
7.0;0.23;0.4;1.6;0.063;21.0;67.0;0.9952;3.5;0.63;11.1;5;2.3040000000000256;1.1059200000000182;0.5308416000000117
11.3;0.62;0.67;5.2;0.086;6.0;19.0;0.9988;3.22;0.69;13.4;8;0.14399999999999494;0.017279999999999088;0.002073599999999854
8.9;0.59;0.39;2.3;0.095;5.0;22.0;0.9986;3.37;0.58;10.3;5;0.1959999999999879;0.02743999999999746;0.003841599999999526
9.2;0.63;0.21;2.7;0.09699999999999999;29.0;65.0;0.9988;3.28;0.58;9.6;5;0.14399999999999494;0.017279999999999088;0.002073599999999854
10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;7;0.003999999999999119;7.999999999997357e-05;1.5999999999992952e-06
11.6;0.58;0.66;2.2;0.07400000000000001;10.0;47.0;1.0008;3.25;0.57;9.0;3;0.0639999999999859;-0.005119999999998308;0.00040959999999981957
9.2;0.43;0.52;2.3;0.083;14.0;23.0;0.9976;3.35;0.61;11.3;6;0.5759999999999798;0.1382399999999927;0.03317759999999766
8.3;0.615;0.22;2.6;0.087;6.0;19.0;0.9982;3.26;0.61;9.3;5;0.3240000000000086;0.058320000000002314;0.010497600000000556
11.0;0.26;0.68;2.55;0.085;10.0;25.0;0.997;3.18;0.61;11.8;5;0.9000000000000016;0.27000000000000074;0.0810000000000003
8.1;0.66;0.7;2.2;0.098;25.0;129.0;0.9972;3.08;0.53;9.0;5;0.7840000000000138;0.2195200000000058;0.061465600000002174
11.5;0.315;0.54;2.1;0.084;5.0;15.0;0.9987;2.98;0.7;9.2;6;0.16899999999999166;0.02196999999999837;0.0028560999999997175
10.0;0.29;0.4;2.9;0.098;10.0;26.0;1.0006;3.48;0.91;9.7;5;0.035999999999992066;-0.002159999999999286;0.0001295999999999429
10.3;0.5;0.42;2.0;0.069;21.0;51.0;0.9982;3.16;0.72;11.5;6;0.3240000000000086;0.058320000000002314;0.010497600000000556
8.8;0.46;0.45;2.6;0.065;7.0;18.0;0.9947;3.32;0.79;14.0;6;2.8089999999999695;1.4887699999999757;0.7890480999999829
11.4;0.36;0.69;2.1;0.09;6.0;21.0;1.0;3.17;0.62;9.2;6;0.0;0.0;0.0
8.7;0.82;0.02;1.2;0.07;36.0;48.0;0.9952;3.2;0.58;9.8;5;2.3040000000000256;1.1059200000000182;0.5308416000000117
13.0;0.32;0.65;2.6;0.09300000000000001;15.0;47.0;0.9996;3.05;0.61;10.6;5;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
9.6;0.54;0.42;2.4;0.081;25.0;52.0;0.997;3.2;0.71;11.4;6;0.9000000000000016;0.27000000000000074;0.0810000000000003
12.5;0.37;0.55;2.6;0.083;25.0;68.0;0.9995;3.15;0.82;10.4;6;0.024999999999994492;0.001249999999999587;6.249999999997248e-05
9.9;0.35;0.55;2.1;0.062;5.0;14.0;0.9971;3.26;0.79;10.6;5;0.8410000000000079;0.24389000000000344;0.07072810000000133
10.5;0.28;0.51;1.7;0.08;10.0;24.0;0.9982;3.2;0.89;9.4;6;0.3240000000000086;0.058320000000002314;0.010497600000000556
9.6;0.68;0.24;2.2;0.087;5.0;28.0;0.9988;3.14;0.6;10.2;5;0.14399999999999494;0.017279999999999088;0.002073599999999854
9.3;0.27;0.41;2.0;0.091;6.0;16.0;0.998;3.28;0.7;9.7;5;0.40000000000000074;0.08000000000000022;0.01600000000000006
10.4;0.24;0.49;1.8;0.075;6.0;20.0;0.9977;3.18;1.06;11.0;6;0.5289999999999856;0.12166999999999505;0.027984099999998478
9.6;0.68;0.24;2.2;0.087;5.0;28.0;0.9988;3.14;0.6;10.2;5;0.14399999999999494;0.017279999999999088;0.002073599999999854
9.4;0.685;0.11;2.7;0.077;6.0;31.0;0.9984;3.19;0.7;10.1;6;0.25600000000001466;0.04096000000000352;0.006553600000000751
10.6;0.28;0.39;15.5;0.069;6.0;23.0;1.0026;3.12;0.66;9.2;5;0.6759999999999666;-0.17575999999998695;0.04569759999999548
9.4;0.3;0.56;2.8;0.08;6.0;17.0;0.9964;3.15;0.92;11.7;8;1.2960000000000345;0.4665600000000185;0.1679616000000089
10.6;0.36;0.59;2.2;0.152;6.0;18.0;0.9986;3.04;1.05;9.4;5;0.1959999999999879;0.02743999999999746;0.003841599999999526
10.6;0.36;0.6;2.2;0.152;7.0;18.0;0.9986;3.04;1.06;9.4;5;0.1959999999999879;0.02743999999999746;0.003841599999999526
10.6;0.44;0.68;4.1;0.114;6.0;24.0;0.997;3.06;0.66;13.4;6;0.9000000000000016;0.27000000000000074;0.0810000000000003
10.2;0.67;0.39;1.9;0.054000000000000006;6.0;17.0;0.9976;3.17;0.47;10.0;5;0.5759999999999798;0.1382399999999927;0.03317759999999766
10.2;0.67;0.39;1.9;0.054000000000000006;6.0;17.0;0.9976;3.17;0.47;10.0;5;0.5759999999999798;0.1382399999999927;0.03317759999999766
10.2;0.645;0.36;1.8;0.053;5.0;14.0;0.9982;3.17;0.42;10.0;6;0.3240000000000086;0.058320000000002314;0.010497600000000556
11.6;0.32;0.55;2.8;0.081;35.0;67.0;1.0002;3.32;0.92;10.8;7;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
9.3;0.39;0.4;2.6;0.073;10.0;26.0;0.9984;3.34;0.75;10.2;6;0.25600000000001466;0.04096000000000352;0.006553600000000751
9.3;0.775;0.27;2.8;0.078;24.0;56.0;0.9984;3.31;0.67;10.6;6;0.25600000000001466;0.04096000000000352;0.006553600000000751
9.2;0.41;0.5;2.5;0.055;12.0;25.0;0.9952;3.34;0.79;13.3;7;2.3040000000000256;1.1059200000000182;0.5308416000000117
8.9;0.4;0.51;2.6;0.052000000000000005;13.0;27.0;0.995;3.32;0.9;13.4;7;2.5000000000000044;1.2500000000000033;0.6250000000000022
8.7;0.69;0.31;3.0;0.086;23.0;81.0;1.0002;3.48;0.74;11.6;6;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
6.5;0.39;0.23;8.3;0.051;28.0;91.0;0.9952;3.44;0.55;12.1;6;2.3040000000000256;1.1059200000000182;0.5308416000000117
10.7;0.35;0.53;2.6;0.07;5.0;16.0;0.9972;3.15;0.65;11.0;8;0.7840000000000138;0.2195200000000058;0.061465600000002174
7.8;0.52;0.25;1.9;0.081;14.0;38.0;0.9984;3.43;0.65;9.0;6;0.25600000000001466;0.04096000000000352;0.006553600000000751
7.2;0.34;0.32;2.5;0.09;43.0;113.0;0.9966;3.32;0.79;11.1;5;1.1559999999999717;0.3930399999999856;0.1336335999999935
10.7;0.35;0.53;2.6;0.07;5.0;16.0;0.9972;3.15;0.65;11.0;8;0.7840000000000138;0.2195200000000058;0.061465600000002174
8.7;0.69;0.31;3.0;0.086;23.0;81.0;1.0002;3.48;0.74;11.6;6;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
7.8;0.52;0.25;1.9;0.081;14.0;38.0;0.9984;3.43;0.65;9.0;6;0.25600000000001466;0.04096000000000352;0.006553600000000751
10.4;0.44;0.73;6.55;0.07400000000000001;38.0;76.0;0.9990000000000001;3.17;0.85;12.0;7;0.09999999999997797;0.009999999999996696;0.0009999999999995596
10.4;0.44;0.73;6.55;0.07400000000000001;38.0;76.0;0.9990000000000001;3.17;0.85;12.0;7;0.09999999999997797;0.009999999999996696;0.0009999999999995596
10.5;0.26;0.47;1.9;0.078;6.0;24.0;0.9976;3.18;1.04;10.9;7;0.5759999999999798;0.1382399999999927;0.03317759999999766
10.5;0.24;0.42;1.8;0.077;6.0;22.0;0.9976;3.21;1.05;10.8;7;0.5759999999999798;0.1382399999999927;0.03317759999999766
10.2;0.49;0.63;2.9;0.07200000000000001;10.0;26.0;0.9968;3.16;0.78;12.5;7;1.0239999999999876;0.32767999999999403;0.10485759999999747
10.4;0.24;0.46;1.8;0.075;6.0;21.0;0.9976;3.25;1.02;10.8;7;0.5759999999999798;0.1382399999999927;0.03317759999999766
11.2;0.67;0.55;2.3;0.084;6.0;13.0;1.0;3.17;0.71;9.5;6;0.0;0.0;0.0
10.0;0.59;0.31;2.2;0.09;26.0;62.0;0.9994;3.18;0.63;10.2;6;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
13.3;0.29;0.75;2.8;0.084;23.0;43.0;0.9986;3.04;0.68;11.4;7;0.1959999999999879;0.02743999999999746;0.003841599999999526
12.4;0.42;0.49;4.6;0.073;19.0;43.0;0.9978;3.02;0.61;9.5;5;0.4839999999999911;0.10647999999999706;0.023425599999999137
10.0;0.59;0.31;2.2;0.09;26.0;62.0;0.9994;3.18;0.63;10.2;6;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
10.7;0.4;0.48;2.1;0.125;15.0;49.0;0.998;3.03;0.81;9.7;6;0.40000000000000074;0.08000000000000022;0.01600000000000006
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;7;0.7290000000000193;0.19683000000000783;0.05314410000000281
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;7;0.7290000000000193;0.19683000000000783;0.05314410000000281
8.5;0.655;0.49;6.1;0.122;34.0;151.0;1.001;3.31;1.14;9.3;5;0.09999999999997797;-0.009999999999996696;0.0009999999999995596
12.5;0.6;0.49;4.3;0.1;5.0;14.0;1.001;3.25;0.74;11.9;6;0.09999999999997797;-0.009999999999996696;0.0009999999999995596
10.4;0.61;0.49;2.1;0.2;5.0;16.0;0.9994;3.16;0.63;8.4;3;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
10.9;0.21;0.49;2.8;0.08800000000000001;11.0;32.0;0.9972;3.22;0.68;11.7;6;0.7840000000000138;0.2195200000000058;0.061465600000002174
7.3;0.365;0.49;2.5;0.08800000000000001;39.0;106.0;0.9966;3.36;0.78;11.0;5;1.1559999999999717;0.3930399999999856;0.1336335999999935
9.8;0.25;0.49;2.7;0.08800000000000001;15.0;33.0;0.9982;3.42;0.9;10.0;6;0.3240000000000086;0.058320000000002314;0.010497600000000556
7.6;0.41;0.49;2.0;0.08800000000000001;16.0;43.0;0.998;3.48;0.64;9.1;5;0.40000000000000074;0.08000000000000022;0.01600000000000006
8.2;0.39;0.49;2.3;0.099;47.0;133.0;0.9979;3.38;0.99;9.8;5;0.4409999999999961;0.09260999999999879;0.019448099999999656
9.3;0.4;0.49;2.5;0.085;38.0;142.0;0.9978;3.22;0.55;9.4;5;0.4839999999999911;0.10647999999999706;0.023425599999999137
9.2;0.43;0.49;2.4;0.086;23.0;116.0;0.9976;3.23;0.64;9.5;5;0.5759999999999798;0.1382399999999927;0.03317759999999766
10.4;0.64;0.24;2.8;0.105;29.0;53.0;0.9998;3.24;0.67;9.9;5;0.003999999999999119;7.999999999997357e-05;1.5999999999992952e-06
7.3;0.365;0.49;2.5;0.08800000000000001;39.0;106.0;0.9966;3.36;0.78;11.0;5;1.1559999999999717;0.3930399999999856;0.1336335999999935
7.0;0.38;0.49;2.5;0.09699999999999999;33.0;85.0;0.9962;3.39;0.77;11.4;6;1.4440000000000193;0.5487200000000111;0.2085136000000056
8.2;0.42;0.49;2.6;0.084;32.0;55.0;0.9988;3.34;0.75;8.7;6;0.14399999999999494;0.017279999999999088;0.002073599999999854
9.9;0.63;0.24;2.4;0.077;6.0;33.0;0.9974;3.09;0.57;9.4;5;0.6760000000000242;0.17576000000000946;0.04569760000000328
9.1;0.22;0.24;2.1;0.078;1.0;28.0;0.9990000000000001;3.41;0.87;10.3;6;0.09999999999997797;0.009999999999996696;0.0009999999999995596
11.9;0.38;0.49;2.7;0.098;12.0;42.0;1.0004;3.16;0.61;10.3;5;0.015999999999996475;-0.0006399999999997885;2.5599999999988723e-05
11.9;0.38;0.49;2.7;0.098;12.0;42.0;1.0004;3.16;0.61;10.3;5;0.015999999999996475;-0.0006399999999997885;2.5599999999988723e-05
10.3;0.27;0.24;2.1;0.07200000000000001;15.0;33.0;0.9956;3.22;0.66;12.8;6;1.9359999999999644;0.8518399999999765;0.3748095999999862
10.0;0.48;0.24;2.7;0.102;13.0;32.0;1.0;3.28;0.56;10.0;6;0.0;0.0;0.0
9.1;0.22;0.24;2.1;0.078;1.0;28.0;0.9990000000000001;3.41;0.87;10.3;6;0.09999999999997797;0.009999999999996696;0.0009999999999995596
9.9;0.63;0.24;2.4;0.077;6.0;33.0;0.9974;3.09;0.57;9.4;5;0.6760000000000242;0.17576000000000946;0.04569760000000328
8.1;0.825;0.24;2.1;0.084;5.0;13.0;0.9972;3.37;0.77;10.7;6;0.7840000000000138;0.2195200000000058;0.061465600000002174
12.9;0.35;0.49;5.8;0.066;5.0;35.0;1.0014;3.2;0.66;12.0;7;0.196000000000019;-0.027440000000003992;0.0038416000000007448
11.2;0.5;0.74;5.15;0.1;5.0;17.0;0.9996;3.22;0.62;11.2;5;0.015999999999996475;0.0006399999999997885;2.5599999999988723e-05
9.2;0.59;0.24;3.3;0.10099999999999999;20.0;47.0;0.9988;3.26;0.67;9.6;5;0.14399999999999494;0.017279999999999088;0.002073599999999854
9.5;0.46;0.49;6.3;0.064;5.0;17.0;0.9988;3.21;0.73;11.0;6;0.14399999999999494;0.017279999999999088;0.002073599999999854
9.3;0.715;0.24;2.1;0.07;5.0;20.0;0.9966;3.12;0.59;9.9;5;1.1559999999999717;0.3930399999999856;0.1336335999999935
11.2;0.66;0.24;2.5;0.085;16.0;53.0;0.9993;3.06;0.72;11.0;6;0.04900000000000475;0.003430000000000499;0.00024010000000004655
14.3;0.31;0.74;1.8;0.075;6.0;15.0;1.0008;2.86;0.79;8.4;6;0.0639999999999859;-0.005119999999998308;0.00040959999999981957
9.1;0.47;0.49;2.6;0.094;38.0;106.0;0.9982;3.08;0.59;9.1;5;0.3240000000000086;0.058320000000002314;0.010497600000000556
7.5;0.55;0.24;2.0;0.078;10.0;28.0;0.9983;3.45;0.78;9.5;6;0.28900000000001186;0.04913000000000302;0.008352100000000685
10.6;0.31;0.49;2.5;0.067;6.0;21.0;0.9987;3.26;0.86;10.7;6;0.16899999999999166;0.02196999999999837;0.0028560999999997175
12.4;0.35;0.49;2.6;0.079;27.0;69.0;0.9994;3.12;0.75;10.4;6;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
9.0;0.53;0.49;1.9;0.171;6.0;25.0;0.9975;3.27;0.61;9.4;6;0.6249999999999734;0.15624999999999;0.03906249999999667
6.8;0.51;0.01;2.1;0.07400000000000001;9.0;25.0;0.9958;3.33;0.56;9.5;6;1.7639999999999845;0.7408799999999903;0.3111695999999945
9.4;0.43;0.24;2.8;0.092;14.0;45.0;0.998;3.19;0.73;10.0;6;0.40000000000000074;0.08000000000000022;0.01600000000000006
9.5;0.46;0.24;2.7;0.092;14.0;44.0;0.998;3.12;0.74;10.0;6;0.40000000000000074;0.08000000000000022;0.01600000000000006
5.0;1.04;0.24;1.6;0.05;32.0;96.0;0.9934;3.74;0.62;11.5;5;4.356000000000066;2.8749600000000655;1.8974736000000578
15.5;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;5;0.9922499999999912;-0.31255874999999583;0.09845600624999826
15.5;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;5;0.9922499999999912;-0.31255874999999583;0.09845600624999826
10.9;0.53;0.49;4.6;0.11800000000000001;10.0;17.0;1.0002;3.07;0.56;11.7;6;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
15.6;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;5;0.9922499999999912;-0.31255874999999583;0.09845600624999826
10.9;0.53;0.49;4.6;0.11800000000000001;10.0;17.0;1.0002;3.07;0.56;11.7;6;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
13.0;0.47;0.49;4.3;0.085;6.0;47.0;1.0021;3.3;0.68;12.7;6;0.4409999999999961;-0.09260999999999879;0.019448099999999656
12.7;0.6;0.49;2.8;0.075;5.0;19.0;0.9994;3.14;0.57;11.4;5;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
9.0;0.44;0.49;2.4;0.078;26.0;121.0;0.9978;3.23;0.58;9.2;5;0.4839999999999911;0.10647999999999706;0.023425599999999137
9.0;0.54;0.49;2.9;0.094;41.0;110.0;0.9982;3.08;0.61;9.2;5;0.3240000000000086;0.058320000000002314;0.010497600000000556
7.6;0.29;0.49;2.7;0.092;25.0;60.0;0.9971;3.31;0.61;10.1;6;0.8410000000000079;0.24389000000000344;0.07072810000000133
13.0;0.47;0.49;4.3;0.085;6.0;47.0;1.0021;3.3;0.68;12.7;6;0.4409999999999961;-0.09260999999999879;0.019448099999999656
12.7;0.6;0.49;2.8;0.075;5.0;19.0;0.9994;3.14;0.57;11.4;5;0.036000000000005396;0.0021600000000004853;0.00012960000000003882
8.7;0.7;0.24;2.5;0.226;5.0;15.0;0.9991;3.32;0.6;9.0;6;0.08100000000000215;0.007290000000000289;0.0006561000000000348
8.7;0.7;0.24;2.5;0.226;5.0;15.0;0.9991;3.32;0.6;9.0;6;0.08100000000000215;0.007290000000000289;0.0006561000000000348
9.8;0.5;0.49;2.6;0.25;5.0;20.0;0.9990000000000001;3.31;0.79;10.7;6;0.09999999999997797;0.009999999999996696;0.0009999999999995596
6.2;0.36;0.24;2.2;0.095;19.0;42.0;0.9946;3.57;0.57;11.7;6;2.9159999999999573;1.5746399999999654;0.850305599999975
11.5;0.35;0.49;3.3;0.07;10.0;37.0;1.0003;3.32;0.91;11.0;6;0.008999999999998017;-0.0002699999999999108;8.099999999996431e-06
6.2;0.36;0.24;2.2;0.095;19.0;42.0;0.9946;3.57;0.57;11.7;6;2.9159999999999573;1.5746399999999654;0.850305599999975
10.2;0.24;0.49;2.4;0.075;10.0;28.0;0.9978;3.14;0.61;10.4;5;0.4839999999999911;0.10647999999999706;0.023425599999999137
10.5;0.59;0.49;2.1;0.07;14.0;47.0;0.9991;3.3;0.56;9.6;4;0.08100000000000215;0.007290000000000289;0.0006561000000000348
10.6;0.34;0.49;3.2;0.078;20.0;78.0;0.9992;3.19;0.7;10.0;6;0.06400000000000367;0.00512000000000044;0.00040960000000004693
12.3;0.27;0.49;3.1;0.079;28.0;46.0;0.9993;3.2;0.8;10.2;6;0.04900000000000475;0.003430000000000499;0.00024010000000004655
9.9;0.5;0.24;2.3;0.10300000000000001;6.0;14.0;0.9978;3.34;0.52;10.0;4;0.4839999999999911;0.10647999999999706;0.023425599999999137
8.8;0.44;0.49;2.8;0.083;18.0;111.0;0.9982;3.3;0.6;9.5;5;0.3240000000000086;0.058320000000002314;0.010497600000000556
8.8;0.47;0.49;2.9;0.085;17.0;110.0;0.9982;3.29;0.6;9.8;5;0.3240000000000086;0.058320000000002314;0.010497600000000556
10.6;0.31;0.49;2.2;0.063;18.0;40.0;0.9976;3.14;0.51;9.8;6;0.5759999999999798;0.1382399999999927;0.03317759999999766
12.3;0.5;0.49;2.2;0.08900000000000001;5.0;14.0;1.0002;3.19;0.44;9.6;5;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
12.3;0.5;0.49;2.2;0.08900000000000001;5.0;14.0;1.0002;3.19;0.44;9.6;5;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
11.7;0.49;0.49;2.2;0.083;5.0;15.0;1.0;3.19;0.43;9.2;5;0.0;0.0;0.0
12.0;0.28;0.49;1.9;0.07400000000000001;10.0;21.0;0.9976;2.98;0.66;9.9;7;0.5759999999999798;0.1382399999999927;0.03317759999999766
11.8;0.33;0.49;3.4;0.09300000000000001;54.0;80.0;1.0002;3.3;0.76;10.7;7;0.003999999999999119;-7.999999999997357e-05;1.5999999999992952e-06
7.6;0.51;0.24;2.4;0.091;8.0;38.0;0.998;3.47;0.66;9.6;6;0.40000000000000074;0.08000000000000022;0.01600000000000006
